District,Block,Village,Avg_Actual_2024,Avg_Predicted_2024,Avg_Predicted_2025,Avg_Difference,Avg_Abs_Difference,Risk_Level
Satara Patan,Savanthwadi,(Jinti),6.65,5.515,5.89,-0.518,1.507,MODERATE
Satara Patan,Velkhandwadi,(Tarli),6.65,6.029,6.405,-0.584,1.44,MODERATE
Satara Satara,Chinchni,Kanheri,6.65,6.043,6.427,-0.584,1.44,MODERATE
Satara Satara,Limb,Sheri,6.65,7.073,7.46,-1.322,1.322,MODERATE
Sindhudurg,Deogad,Deogarh,13.1,9.901,10.478,1.485,1.485,HIGH
Sindhudurg,Deogad,Girye,9.75,7.625,7.661,0.443,4.109,MODERATE
Sindhudurg,Deogad,Kumburla,8.925,8.547,8.376,-1.016,1.811,MODERATE
Sindhudurg,Deogad,Narange,7.2,7.146,7.246,-0.917,0.917,MODERATE
Sindhudurg,Deogad,Pendhari,15.055,5.762,6.492,9.227,9.227,CRITICAL
Sindhudurg,Deogad,Phanasgaon,6.275,5.686,5.84,0.447,0.447,MODERATE
Sindhudurg,Deogad,Shirgaon (Shirgar),1.96,3.324,3.416,-1.09,1.09,SAFE
Sindhudurg,Deogad,Tale Bazar,15.675,10.122,10.296,3.021,3.021,HIGH
Sindhudurg,Deogad,Vagothan,16.0,13.969,13.528,0.989,0.989,HIGH
Sindhudurg,Deogad,Velgive,7.5,5.819,6.495,1.493,1.493,MODERATE
Sindhudurg,Deogad,Vijayadurga,8.125,7.491,7.796,-0.07,0.556,MODERATE
Sindhudurg,Deogad,Wada,5.675,5.128,5.455,0.011,0.25,MODERATE
Sindhudurg,Deogad,Wareri,15.51,12.766,13.104,1.848,1.848,HIGH
Sindhudurg,Kankavali,Harkul Bk,6.275,5.65,5.738,0.472,1.23,MODERATE
Sindhudurg,Kankavali,Harkul Khurd,5.45,4.993,5.181,0.989,2.647,MODERATE
Sindhudurg,Kankavali,Kanedi Bazar,5.1,5.242,5.553,-0.75,1.041,MODERATE
Sindhudurg,Kankavali,Kankavalli,4.4,2.943,3.1,0.687,1.381,SAFE
Sindhudurg,Kankavali,Khare Patan,6.375,5.444,5.668,0.177,0.752,MODERATE
Sindhudurg,Kankavali,Koloce,4.775,3.861,4.064,-0.249,0.303,SAFE
Sindhudurg,Kankavali,Nandgaon,8.9,8.292,8.582,-0.302,0.971,MODERATE
Sindhudurg,Kankavali,Osargaon,11.725,5.792,6.508,5.897,5.897,HIGH
Sindhudurg,Kankavali,Phonda,7.3,6.41,6.594,-0.224,1.039,MODERATE
Sindhudurg,Kankavali,Terela,12.8,8.805,9.325,2.393,2.525,MODERATE
Sindhudurg,Kudal,Ambrad (Parabwadi),5.16,4.754,4.907,-0.286,0.286,SAFE
Sindhudurg,Kudal,Chendwan,4.675,2.812,3.358,1.352,1.944,SAFE
Sindhudurg,Kudal,Dewoolwada,6.275,6.197,6.591,-1.104,1.339,MODERATE
Sindhudurg,Kudal,Humarmala,7.075,5.69,5.783,1.247,1.247,MODERATE
Sindhudurg,Kudal,Kasal,7.335,6.068,6.402,1.147,1.147,MODERATE
Sindhudurg,Kudal,Kudal,6.325,5.569,5.96,0.338,1.592,MODERATE
Sindhudurg,Kudal,Mangaon Bazar,4.175,4.775,4.902,-0.41,0.41,SAFE
Sindhudurg,Kudal,Pawashi,6.8,6.364,6.253,-0.494,0.836,MODERATE
Sindhudurg,Kudal,Pinguli,3.3,4.113,4.374,-1.226,1.226,SAFE
Sindhudurg,Kudal,Sindhudurg Nagri Oros,7.7,6.798,6.958,-0.129,0.757,MODERATE
Sindhudurg,Kudal,Vados,2.43,3.248,3.331,-1.423,1.423,SAFE
Sindhudurg,Kudal,Varavoda,12.125,11.0,11.494,0.31,0.443,HIGH
Sindhudurg,Kudal,Zarap,4.4,3.09,3.303,-0.22,0.414,SAFE
Sindhudurg,Malvan,Achra,15.91,12.697,11.807,0.664,1.731,HIGH
Sindhudurg,Malvan,Chouke,6.35,5.791,5.937,0.119,0.121,MODERATE
Sindhudurg,Malvan,Hadi (Gaonkarwadi),10.4,8.505,8.453,-0.047,0.628,MODERATE
Sindhudurg,Malvan,Kandalgaon,5.15,5.286,5.415,-0.678,1.02,MODERATE
Sindhudurg,Malvan,Kunkaule,4.8,5.15,5.44,-0.664,0.664,MODERATE
Sindhudurg,Malvan,Malvan,7.85,8.05,7.97,-0.648,0.648,MODERATE
Sindhudurg,Malvan,Palsamb,7.0,7.066,7.257,-0.851,1.116,MODERATE
Sindhudurg,Malvan,Ramgarh,3.6,3.91,3.991,-0.638,0.638,SAFE
Sindhudurg,Malvan,Sawarwad,3.225,2.667,2.763,-0.207,0.843,SAFE
Sindhudurg,Sawantwadi,Achare,2.875,2.322,2.976,-0.056,0.389,SAFE
Sindhudurg,Sawantwadi,Adali (Devalva-Islampurdi),8.4,7.317,7.613,0.034,1.305,MODERATE
Sindhudurg,Sawantwadi,Amboli,5.0,3.523,3.563,0.392,0.547,SAFE
Sindhudurg,Sawantwadi,Danoli,3.425,2.857,2.827,0.01,0.783,SAFE
Sindhudurg,Sawantwadi,Dodamarga,4.025,3.25,3.311,0.008,0.008,SAFE
Sindhudurg,Sawantwadi,Insuli,5.675,4.306,4.996,0.436,0.548,SAFE
Sindhudurg,Sawantwadi,Madkhol,6.275,5.68,5.834,0.458,0.458,MODERATE
Sindhudurg,Sawantwadi,Malewad,5.85,5.173,5.46,0.636,0.662,MODERATE
Sindhudurg,Sawantwadi,Motkol,4.575,3.568,3.975,0.133,0.366,SAFE
Sindhudurg,Sawantwadi,Nirwad,6.325,6.369,6.229,-1.215,1.91,MODERATE
Sindhudurg,Sawantwadi,Sasole,6.55,6.444,6.951,0.454,0.498,MODERATE
Sindhudurg,Sawantwadi,Sawanthwadi,2.025,2.107,1.922,-0.38,0.38,SAFE
Sindhudurg,Sawantwadi,Sherlai,7.125,6.832,6.818,-0.548,0.788,MODERATE
Sindhudurg,Sawantwadi,Sindhunagari,6.275,5.686,5.84,0.447,0.447,MODERATE
Sindhudurg,Vaibhavawadi,Achirne,5.225,4.47,4.6,0.487,0.487,SAFE
Sindhudurg,Vaibhavawadi,Kokisare,6.275,5.686,5.84,0.447,0.447,MODERATE
Sindhudurg,Vaibhavawadi,Nadhavade,15.055,8.499,8.439,3.754,3.754,MODERATE
Sindhudurg,Vengurla,Adeli (Bomderwadi),5.05,5.24,5.406,0.073,1.2,MODERATE
Sindhudurg,Vengurla,Arwali,2.35,2.534,2.614,-0.743,0.743,SAFE
Sindhudurg,Vengurla,Math,7.625,6.52,6.99,-0.001,0.818,MODERATE
Sindhudurg,Vengurla,Matond (Ghodemukh),3.15,3.515,4.275,-0.204,0.781,SAFE
Sindhudurg,Vengurla,Tulas,7.1,5.698,5.814,1.272,1.272,MODERATE
Sindhudurg,Vengurla,Ubhadanda,6.85,6.217,6.126,-0.458,1.432,MODERATE
Sindhudurg,Vengurla,Vengurla,6.68,6.053,6.131,0.388,0.388,MODERATE
Sindhudurg Deogad,Shirgaon,(Shirgar),6.65,5.201,5.371,-0.459,1.566,MODERATE
Sindhudurg Deogad,Tale,Bazar,6.65,7.919,8.416,-1.772,1.772,MODERATE
Sindhudurg Kankavali,Harkul,Bk,6.65,5.889,6.083,-0.52,1.505,MODERATE
Sindhudurg Kankavali,Harkul,Khurd,6.65,5.994,6.295,-0.584,1.44,MODERATE
Sindhudurg Kankavali,Kanedi,Bazar,6.65,5.948,6.194,-0.584,1.44,MODERATE
Sindhudurg Kankavali,Khare,Patan,6.65,6.372,6.646,-0.8,1.226,MODERATE
Sindhudurg Kudal,Ambrad,(Parabwadi),6.65,5.863,6.264,-0.584,1.44,MODERATE
Sindhudurg Kudal,Mangaon,Bazar,6.65,5.186,5.332,-0.441,1.584,MODERATE
Sindhudurg Kudal Sindhudurg,Nagri,Oros,6.65,7.026,7.391,-1.418,1.418,MODERATE
Sindhudurg Malvan,Hadi,(Gaonkarwadi),6.65,7.446,7.712,-1.582,1.582,MODERATE
Sindhudurg Sawantwadi,Adali,(Devalva-Islampurdi),6.65,6.92,7.201,-1.582,1.582,MODERATE
Sindhudurg Vengurla,Adeli,(Bomderwadi),6.65,5.208,5.402,-0.463,1.562,MODERATE
Sindhudurg Vengurla,Matond,(Ghodemukh),6.65,5.215,5.472,-0.486,1.538,MODERATE
Solapur,Akkalkot,Akkalkot,9.45,5.073,5.472,4.19,4.19,MODERATE
Solapur,Akkalkot,Nagansur,8.6,7.544,7.994,0.086,2.684,MODERATE
Solapur,Akkalkot,Udagi,15.555,8.225,7.971,4.96,4.96,MODERATE
Solapur,Akkalkot,Wagdhari,9.6,5.754,6.065,4.413,4.413,MODERATE
Solapur,Barshi,Barshi Town,8.5,7.264,7.266,0.456,0.456,MODERATE
Solapur,Barshi,Chikarde,8.35,6.659,7.297,-0.551,1.303,MODERATE
Solapur,Barshi,Dhanore,8.1,6.642,6.982,0.967,0.967,MODERATE
Solapur,Barshi,Malegaon,7.1,5.772,6.219,1.348,1.348,MODERATE
Solapur,Barshi,Manegaon,12.65,9.615,10.523,1.406,1.406,HIGH
Solapur,Barshi,Nari,10.85,8.361,8.678,1.005,1.569,MODERATE
Solapur,Barshi,Pangri,3.25,4.161,4.286,-1.644,1.644,SAFE
Solapur,Barshi,Shelgaon,9.45,8.436,7.853,-0.976,0.976,MODERATE
Solapur,Barshi,Uplai R.S.,9.25,7.078,7.258,0.872,0.872,MODERATE
Solapur,Karmala,Jeur,7.1,6.233,6.902,0.905,2.335,MODERATE
Solapur,Karmala,Kandar,10.225,4.598,5.58,6.71,6.71,HIGH
Solapur,Karmala,Karmala,10.8,7.818,8.266,2.356,2.356,MODERATE
Solapur,Karmala,Varkute,6.59,6.879,6.639,-1.494,1.57,MODERATE
Solapur,Karmala,Vihal,5.145,5.337,5.137,-1.282,1.282,MODERATE
Solapur,Madha,Bhosre,12.9,8.994,9.542,2.857,2.857,MODERATE
Solapur,Madha,Bitergaon Haveli,7.45,6.918,6.912,-0.562,1.368,MODERATE
Solapur,Madha,Madha,10.0,8.418,8.931,0.234,0.967,MODERATE
Solapur,Madha,Parite,6.055,6.515,6.466,-0.81,0.81,MODERATE
Solapur,Madha,Tembhurni,7.1,7.444,7.998,-1.662,1.662,MODERATE
Solapur,Madha,Ujani Tembhurni,15.555,6.835,7.712,7.74,7.74,HIGH
Solapur,Malshiras,Akluj,15.555,6.835,7.712,7.74,7.74,HIGH
Solapur,Malshiras,Dharmapuri,6.2,6.138,6.408,-0.506,0.506,MODERATE
Solapur,Malshiras,Malsiras,7.1,5.89,5.979,-0.554,2.034,MODERATE
Solapur,Malshiras,Natepute,3.45,4.77,4.682,-2.006,2.006,MODERATE
Solapur,Malshiras,Piliv,7.1,5.336,5.375,-0.266,1.346,MODERATE
Solapur,Malshiras,Salmukh,1.3,2.503,2.268,-2.467,2.467,MODERATE
Solapur,Malshiras,Sangam,6.3,4.935,5.008,0.634,0.634,MODERATE
Solapur,Malshiras,Velapur,4.8,6.008,5.568,-2.516,2.554,MODERATE
Solapur,Mangalvedhe,Bhose,6.5,7.571,7.047,-2.412,2.412,MODERATE
Solapur,Mangalvedhe,Brahmapuri,4.75,6.16,6.499,-2.944,2.944,MODERATE
Solapur,Mangalvedhe,Eklaspur,5.15,4.82,5.116,-0.816,1.458,MODERATE
Solapur,Mangalvedhe,Mangalvedha,7.1,5.724,6.258,0.312,1.741,MODERATE
Solapur,Mangalvedhe,Marwade,7.6,6.235,6.382,1.344,1.408,MODERATE
Solapur,Mangalvedhe,Pout,5.75,5.853,5.972,-1.496,2.806,MODERATE
Solapur,Mohol,Angar,5.3,6.286,6.534,-2.344,3.742,MODERATE
Solapur,Mohol,Hivre,9.05,5.815,5.991,2.143,2.143,MODERATE
Solapur,Mohol,Ichgaon,10.05,8.678,9.236,-0.598,1.252,MODERATE
Solapur,Mohol,Kurul,10.6,8.467,8.697,-0.46,5.974,HIGH
Solapur,Mohol,Maslechaudhari,15.555,6.835,7.712,7.74,7.74,HIGH
Solapur,Mohol,Mohol,17.45,13.736,13.375,0.892,2.41,HIGH
Solapur,Mohol,Sawleshwar,2.15,5.369,5.611,-4.232,4.232,MODERATE
Solapur,Mohol,Shetphal,20.23,15.016,14.957,4.492,4.492,HIGH
Solapur,Mohol,Sohole,4.75,4.13,4.361,-0.011,1.138,SAFE
Solapur,Pandharpur,Ajoti,6.95,6.974,7.355,-1.512,1.512,MODERATE
Solapur,Pandharpur,Bhandi-Shegaon,7.35,6.789,6.864,0.432,1.149,MODERATE
Solapur,Pandharpur,Chale,7.1,6.722,7.026,-0.716,0.888,MODERATE
Solapur,Pandharpur,Karkamb,7.1,6.371,6.772,-0.259,1.344,MODERATE
Solapur,Pandharpur,Khardi,8.05,6.586,7.327,0.479,2.694,MODERATE
Solapur,Pandharpur,Narayan Chincholi,2.65,3.515,3.699,-0.718,0.756,SAFE
Solapur,Pandharpur,Pandharpur,5.55,5.115,5.182,-0.236,0.982,MODERATE
Solapur,Pandharpur,Ranzani,2.1,2.685,2.791,-0.749,0.749,SAFE
Solapur,Pandharpur,Rople,9.9,6.974,7.432,2.196,2.196,MODERATE
Solapur,Sangola,Junoni,7.1,6.729,6.804,-0.714,0.89,MODERATE
Solapur,Sangola,Mahud (Bk),3.9,4.61,5.105,-0.417,0.858,MODERATE
Solapur,Sangola,Mane Washni,3.95,6.345,6.493,-3.935,3.935,MODERATE
Solapur,Sangola,Manjri,7.1,6.866,7.148,-0.742,0.86,MODERATE
Solapur,Sangola,Nagaj,10.8,8.772,8.942,0.432,0.508,MODERATE
Solapur,Sangola,Sangola,4.95,6.884,6.788,-3.28,3.39,MODERATE
Solapur,Sangola,Shivni,7.1,4.722,5.21,1.188,1.557,MODERATE
Solapur,Sangola,Wadhegaon,7.1,6.97,7.501,-0.73,0.812,MODERATE
Solapur,Sangola,Wasud,11.6,8.018,8.088,1.426,1.426,MODERATE
Solapur,Solapur North,Imd Solapur,6.375,6.372,6.292,-0.92,0.92,MODERATE
Solapur,Solapur North,Kegaon,4.7,4.97,5.277,-0.446,0.446,MODERATE
Solapur,Solapur North,Nannaj,8.15,6.962,7.126,0.384,1.106,MODERATE
Solapur,Solapur North,Solapur City,3.425,5.57,5.549,-2.828,2.828,MODERATE
Solapur,Solapur North,Soregaon,6.85,5.614,5.985,1.026,1.772,MODERATE
Solapur,South Solapur,Boramani,7.1,6.722,7.026,-0.716,0.888,MODERATE
Solapur,South Solapur,Chincholi,8.55,6.512,6.928,2.023,2.023,MODERATE
Solapur,South Solapur,Nandni,3.65,4.211,4.51,0.009,0.37,SAFE
Solapur,South Solapur,Ule,6.55,6.843,6.863,-2.124,2.337,MODERATE
Solapur Barshi,Barshi,Town,6.65,6.691,7.116,-1.448,1.448,MODERATE
Solapur Madha,Bitergaon,Haveli,6.65,7.151,7.154,-1.582,1.582,MODERATE
Solapur Pandharpur,Narayan,Chincholi,6.65,5.71,6.14,-0.722,1.303,MODERATE
Solapur Sangola,Mahud,(Bk),6.65,6.566,7.092,-1.318,1.318,MODERATE
Solapur Sangola,Mane,Washni,6.65,5.837,6.168,-0.609,1.416,MODERATE
Solapur Solapur,North,Kegaon,6.65,5.469,5.58,-0.459,1.566,MODERATE
Solapur Solapur,North,Nannaj,6.65,6.654,7.056,-1.448,1.448,MODERATE
Solapur Solapur,North,Soregaon,6.65,5.922,6.249,-0.583,1.442,MODERATE
Solapur Solapur North,Imd,Solapur,6.65,6.439,6.687,-0.806,1.218,MODERATE
Solapur Solapur North,Solapur,City,6.65,5.664,6.116,-0.584,1.44,MODERATE
Solapur South,Solapur,Boramani,6.65,5.706,6.09,-0.722,1.303,MODERATE
Solapur South,Solapur,Chincholi,6.65,5.758,6.107,-0.722,1.303,MODERATE
Solapur South,Solapur,Nandni,6.65,5.458,5.839,-0.576,1.449,MODERATE
Solapur South,Solapur,Ule,6.65,6.982,7.357,-1.39,1.39,MODERATE
Thane,Bhiwandi,Amangaon,4.475,4.146,4.311,-0.573,0.573,SAFE
Thane,Bhiwandi,Ambadi,3.485,3.138,3.557,-0.53,0.714,SAFE
Thane,Bhiwandi,Angaon,3.485,2.865,3.182,-0.438,0.54,SAFE
Thane,Bhiwandi,Padghe,0.925,1.95,1.93,-1.122,1.122,SAFE
Thane,Bhiwandi,Vajreshwari,2.965,3.008,2.816,-0.22,0.308,SAFE
Thane,Kalyan,Hetutane,1.025,1.769,1.857,-0.971,0.971,SAFE
Thane,Kalyan,Kolimb,3.315,2.776,2.918,-0.414,0.414,SAFE
Thane,Kalyan,Pimpleshwar,5.165,4.376,4.358,0.076,2.7,MODERATE
Thane,Murbad,Murbad,0.925,2.068,2.34,-1.321,1.321,SAFE
Thane,Murbad,Pashon,3.55,3.558,3.789,-0.591,0.781,SAFE
Thane,Murbad,Pendharichapada,3.885,4.905,5.155,-2.039,2.039,MODERATE
Thane,Murbad,Sasne,5.125,3.722,4.235,0.705,1.686,SAFE
Thane,Murbad,Shiroshi,4.455,3.497,3.81,0.048,0.259,SAFE
Thane,Murbad,Tokavade (Tokoda),3.09,2.792,3.0,-0.502,0.58,SAFE
Thane,Shahapur,Cherfully,4.51,4.068,4.222,-0.402,0.408,SAFE
Thane,Shahapur,Dhasai,2.875,2.918,2.883,-1.116,1.8,SAFE
Thane,Shahapur,Khardi,1.96,2.147,2.436,-0.746,0.754,SAFE
Thane,Shahapur,Nishanpada,4.1,2.949,3.012,0.201,0.352,SAFE
Thane,Shahapur,Sathgaon,2.935,2.684,2.557,-0.599,0.599,SAFE
Thane,Shahapur,Shendrun,13.47,8.199,8.326,2.655,2.655,MODERATE
Thane,Shahapur,Talempada (Bihigaon),4.68,3.756,3.79,-0.136,0.802,SAFE
Thane,Shahapur,Vihigaon,4.075,3.108,3.32,0.155,0.87,SAFE
Thane,Thane,Agroli,3.485,3.006,3.246,-0.53,0.714,SAFE
Thane,Thane,Bindarpada,6.35,4.614,5.338,1.172,1.274,MODERATE
Thane,Thane,Dahisar,3.26,3.955,3.98,-0.505,0.505,SAFE
Thane,Thane,Dahisar (New),3.485,3.006,3.246,-0.53,0.714,SAFE
Thane,Thane,Shiravane,3.485,3.006,3.246,-0.53,0.714,SAFE
Thane,Thane,Yeur,4.08,3.541,3.734,0.117,0.364,SAFE
Thane,Ulhasnagar,Katolwadi (Mulgaon),4.065,3.34,3.364,-0.016,0.108,SAFE
Thane,Ulhasnagar,Navali,1.43,1.802,2.033,-0.672,0.672,SAFE
Thane Murbad,Tokavade,(Tokoda),6.65,5.235,5.481,-0.486,1.538,MODERATE
Thane Shahapur,Talempada,(Bihigaon),6.65,5.634,6.152,-0.576,1.449,MODERATE
Thane Thane,Dahisar,(New),6.65,6.008,6.367,-0.722,1.303,MODERATE
Thane Ulhasnagar,Katolwadi,(Mulgaon),6.65,5.245,5.614,-0.499,1.526,MODERATE
Wardha,Arvi,Arvi,9.55,8.115,8.109,-0.046,0.708,MODERATE
Wardha,Arvi,Kharangana,5.285,5.017,4.899,-0.23,0.32,SAFE
Wardha,Arvi,Mahakali,2.8,5.879,5.412,-4.476,4.476,MODERATE
Wardha,Arvi,Paragothan,4.5,4.075,4.424,-0.708,0.708,SAFE
Wardha,Arvi,Pimpalkhuta,6.975,4.55,5.471,0.784,2.406,MODERATE
Wardha,Arvi,Rasulabad,11.85,9.027,9.648,0.168,1.169,MODERATE
Wardha,Arvi,Rohna,8.95,5.023,5.251,3.751,4.583,MODERATE
Wardha,Arvi,Virul,5.525,6.387,6.377,-1.457,2.9,MODERATE
Wardha,Arvi,Wadhona,7.43,7.393,7.268,-1.601,2.329,MODERATE
Wardha,Ashti,Ashti,7.875,4.93,5.999,-0.173,8.497,CRITICAL
Wardha,Ashti,Dhadi,9.25,8.547,9.051,-0.872,0.872,MODERATE
Wardha,Ashti,Lahan Arvi,6.575,4.804,5.568,0.207,3.319,MODERATE
Wardha,Ashti,Sahur,6.05,6.514,6.21,-1.458,1.458,MODERATE
Wardha,Ashti,Talegaon,5.4,7.0,6.707,-2.061,3.601,MODERATE
Wardha,Ashti,Thar,4.975,5.197,5.352,-0.745,0.745,MODERATE
Wardha,Deoli,Adegaon,5.7,4.569,4.789,0.1,0.593,SAFE
Wardha,Deoli,Adgaon,9.3,5.907,7.015,1.438,1.438,MODERATE
Wardha,Deoli,Bhidi,2.75,2.58,2.576,-0.363,0.363,SAFE
Wardha,Deoli,Deoli,5.9,3.56,4.34,1.305,1.444,SAFE
Wardha,Deoli,Giroli,4.8,4.078,4.306,-0.636,0.636,SAFE
Wardha,Deoli,Pulgaon,3.95,3.387,3.67,0.043,0.739,SAFE
Wardha,Deoli,Sarul,5.7,6.48,7.093,0.262,1.092,MODERATE
Wardha,Deoli,Sirpur,5.7,4.569,4.789,0.1,0.593,SAFE
Wardha,Deoli,Vijaygopal,7.8,6.436,6.485,-0.151,0.316,MODERATE
Wardha,Hinganghat,Ajansara,6.1,5.049,5.578,-1.393,2.119,MODERATE
Wardha,Hinganghat,Alipur,5.65,4.5,5.055,0.09,0.571,MODERATE
Wardha,Hinganghat,Daroda,3.45,3.264,3.502,-0.67,1.6,SAFE
Wardha,Hinganghat,Hinganghat,1.6,2.073,2.068,-0.624,0.624,SAFE
Wardha,Hinganghat,Kangaon,3.675,3.21,3.286,-0.52,1.378,SAFE
Wardha,Hinganghat,Kapsi,7.45,6.949,7.536,0.739,1.681,MODERATE
Wardha,Hinganghat,Madni (New),6.7,5.574,5.526,-0.186,0.319,MODERATE
Wardha,Hinganghat,Nandgaon Borgaon,4.35,4.016,4.476,-0.61,1.422,SAFE
Wardha,Hinganghat,Pipri,6.975,4.784,5.413,0.846,0.846,MODERATE
Wardha,Hinganghat,Sirasgaon,14.905,5.63,6.776,6.332,13.353,CRITICAL
Wardha,Karanja,Junapani,8.49,6.281,6.448,1.246,4.4,MODERATE
Wardha,Karanja,Nagalwadi,11.475,8.1,8.865,2.01,2.01,MODERATE
Wardha,Karanja,Panjragondi,7.85,5.945,5.889,0.299,0.965,MODERATE
Wardha,Karanja,Pardi,5.85,5.24,5.684,0.41,0.953,MODERATE
Wardha,Karanja,Sarwaadi,6.3,5.437,5.574,-0.134,0.35,MODERATE
Wardha,Karanja,Thanegaon,7.015,7.126,6.559,-0.836,0.836,MODERATE
Wardha,Samudrapur,Ajda,4.2,3.774,4.056,-0.208,1.174,SAFE
Wardha,Samudrapur,Dhondgaon,6.525,6.306,6.093,-2.05,2.05,MODERATE
Wardha,Samudrapur,Girad,3.55,4.0,4.387,-1.632,1.632,SAFE
Wardha,Samudrapur,Khandali,4.815,5.774,5.447,-2.11,2.11,MODERATE
Wardha,Samudrapur,Mandgaon,5.75,4.567,4.624,0.066,1.416,SAFE
Wardha,Samudrapur,Nandori,9.075,7.42,7.806,0.128,0.27,MODERATE
Wardha,Samudrapur,Sakhra,4.91,4.864,5.046,-0.48,0.641,MODERATE
Wardha,Samudrapur,Samudrapur,4.95,4.168,4.784,-0.254,0.744,SAFE
Wardha,Samudrapur,Wasi,3.715,3.014,3.488,-0.457,0.556,SAFE
Wardha,Seloo,Helodi,3.975,4.346,4.68,-1.356,1.356,SAFE
Wardha,Seloo,Hingni,7.15,5.573,6.012,0.683,0.683,MODERATE
Wardha,Seloo,Jamni,5.15,5.202,5.084,-2.402,2.599,MODERATE
Wardha,Seloo,Jhadshi,5.825,4.744,4.879,-0.134,0.134,SAFE
Wardha,Seloo,Keljhar,8.325,5.771,6.437,1.132,1.555,MODERATE
Wardha,Seloo,Mandwa,2.15,3.06,3.482,-2.108,2.108,MODERATE
Wardha,Seloo,Selu,8.05,9.913,9.099,-5.415,5.415,HIGH
Wardha,Seloo,Sindi Rly,6.4,4.969,5.38,0.191,1.451,MODERATE
Wardha,Seloo,Sukli,12.25,9.766,9.994,1.07,1.316,MODERATE
Wardha,Seloo,Tuljapur,5.4,3.864,4.335,0.533,1.845,SAFE
Wardha,Seloo,Yelakeli,7.585,8.148,7.999,-1.518,1.518,MODERATE
Wardha,Wardha,Anji,7.25,6.136,6.41,1.213,1.213,MODERATE
Wardha,Wardha,Dahegaon,9.1,6.379,6.358,0.393,0.393,MODERATE
Wardha,Wardha,Dahigaon,5.15,4.435,4.535,-0.139,0.886,SAFE
Wardha,Wardha,Karanji Kaji,5.3,5.407,5.191,-2.322,2.322,MODERATE
Wardha,Wardha,Muradgaon (Balsare),4.75,4.212,4.663,-0.444,0.444,SAFE
Wardha,Wardha,Pavnar,3.65,3.096,3.216,-0.007,0.644,SAFE
Wardha,Wardha,Sawangi,4.535,3.961,4.23,-0.98,1.761,SAFE
Wardha,Wardha,Sewagram,6.2,5.377,5.562,-0.464,0.464,MODERATE
Wardha,Wardha,Sonegaon,7.0,5.349,5.645,-0.387,1.109,MODERATE
Wardha,Wardha,Tigaon,4.55,3.814,4.045,-0.558,0.558,SAFE
Wardha,Wardha,Wadad,6.925,5.308,6.265,0.628,0.778,MODERATE
Wardha,Wardha,Wardha,2.6,2.716,2.693,-0.423,1.382,SAFE
Wardha Ashti,Lahan,Arvi,6.65,5.655,6.01,-0.584,1.44,MODERATE
Wardha Hinganghat,Madni,(New),6.65,6.068,6.478,-0.64,1.385,MODERATE
Wardha Hinganghat,Nandgaon,Borgaon,6.65,5.805,6.215,-0.577,1.448,MODERATE
Wardha Seloo,Sindi,Rly,6.65,6.402,6.672,-0.8,1.226,MODERATE
Wardha Wardha,Karanji,Kaji,6.65,6.414,6.733,-0.8,1.226,MODERATE
Wardha Wardha,Muradgaon,(Balsare),6.65,5.958,6.319,-0.8,1.226,MODERATE
Washim,Karanja,Dhanaj Khurd,6.85,5.484,5.757,0.306,0.306,MODERATE
Washim,Karanja,Kamargaon,4.375,5.078,4.85,-2.212,2.212,MODERATE
Washim,Karanja,Karanja,7.75,7.85,7.94,-1.144,1.144,MODERATE
Washim,Karanja,Kherda,3.2,3.108,3.344,-1.092,1.092,SAFE
Washim,Karanja,Nagalwadi,7.1,7.389,7.047,-1.514,1.514,MODERATE
Washim,Karanja,Parwa Kohar,6.075,5.018,4.978,0.374,1.502,SAFE
Washim,Karanja,Punad Budruk,4.55,4.782,4.406,-1.976,1.976,SAFE
Washim,Karanja,Shaha,10.525,8.729,8.94,0.61,0.61,MODERATE
Washim,Karanja,Sheluwada,7.6,5.354,6.044,0.513,2.567,MODERATE
Washim,Karanja,Vilegaon (Kherda),4.9,4.375,4.562,-0.243,0.42,SAFE
Washim,Karanja,Yevta Bandi,6.75,5.374,5.758,0.038,1.288,MODERATE
Washim,Malegaon,Jamkheda,3.55,3.141,3.583,-0.424,0.606,SAFE
Washim,Malegaon,Jaulka Rly,3.95,3.764,3.891,-0.609,0.609,SAFE
Washim,Malegaon,Kinhi Raja,5.65,4.496,5.11,0.14,2.578,MODERATE
Washim,Malegaon,Malegaon,8.65,7.668,7.402,-0.52,0.52,MODERATE
Washim,Malegaon,Medshi,4.65,4.019,4.196,-0.205,0.817,SAFE
Washim,Malegaon,Nagartas,3.3,3.484,3.759,-0.616,0.83,SAFE
Washim,Malegaon,Ridhora,4.25,4.76,4.602,-1.596,1.596,SAFE
Washim,Malegaon,Shirpur,6.0,6.383,5.976,-1.694,1.694,MODERATE
Washim,Malegaon,Tharpimpri,4.3,4.67,4.73,-1.186,1.186,SAFE
Washim,Mangrulpir,Aasegaon,2.95,3.926,3.47,-2.55,2.55,MODERATE
Washim,Mangrulpir,Dhanora,5.125,6.925,6.923,-3.944,3.944,MODERATE
Washim,Mangrulpir,Jogaldari,4.3,3.824,5.219,-0.271,1.429,MODERATE
Washim,Mangrulpir,Lathi,9.85,7.882,8.028,0.769,1.065,MODERATE
Washim,Mangrulpir,Mangrulpir,9.75,7.487,7.348,1.31,1.31,MODERATE
Washim,Mangrulpir,Nagi,7.8,7.136,7.407,-0.547,0.633,MODERATE
